Type,Name,Latitude,Longitude
Supermarkets,SPAR Nordens Allé,57.464776,9.96737
Supermarkets,Munchs Købmandshandel,57.5589056,9.9169431
Supermarkets,Min Købmand Flauenskjold,57.249105,10.284403
Supermarkets,Svaneke Købmandshandel,55.1358407,15.1405982
Supermarkets,Stevnsgaarde,55.3115535,12.3895143
Supermarkets,Let køb Marstrup,55.208049,9.44189
Supermarkets,Spar Skagen,57.7275202,10.592291
Supermarkets,Spar Skælskør,55.2560282,11.2760858
Supermarkets,Købmanden i Trustrup,56.3480048,10.7716411
Supermarkets,Spar Nørrebro Hjørring,57.4635417,9.9850557
Supermarkets,SPAR Frederiksberg,55.680145,12.5308991
Supermarkets,Lidl Bjerringbro,56.375449,9.6575359
Supermarkets,Dagli’Brugsen Ørum Djurs,56.4397212,10.6868643
Supermarkets,SuperBrugsen Sunds,56.2047939,9.0154785
Supermarkets,SuperBrugsen Glumsø,55.3528245,11.6922772
Supermarkets,MENY Faxe,55.2566491,12.1207788
Supermarkets,Meny Rønnede,55.2591811,12.0219305
Supermarkets,DagliBrugsen Eskebjerg,55.7129809,11.3010485
Supermarkets,MENY St. Heddinge,55.3095113,12.390494
Supermarkets,Daglibrugsen Brylle,55.322737,10.2485678
Supermarkets,SuperBrugsen Faxe Ladeplads,55.2181092,12.168739
Supermarkets,DagliBrugsen Store Ajstrup,56.9501662,9.5041066
Supermarkets,Brugsen Hornum,56.840667,9.426655
Supermarkets,DagliBrugsen Arden,56.767443,9.981364
Supermarkets,DagliBrugsen,55.846097,9.587925
Supermarkets,Superbrugsen Struer,56.491178,8.5933389
Supermarkets,Meny Vildbjerg,56.1978728,8.7675682
Supermarkets,Daglibrugsen Jystrup,55.5142945,11.8661656
Supermarkets,Super Brugsen Tune,55.5954543,12.1759582
Supermarkets,DagliBrugsen Alslev,55.588305,8.416822
Supermarkets,DagliBrugsen Horne,55.7246524,8.5322077
Supermarkets,DagliBrugsen Fremad,56.330591,8.930038
Supermarkets,DagliBrugsen Gedsted,56.690194,9.33568
Supermarkets,Meny Christiansfeld,55.355795,9.485718
Supermarkets,MENY Silkeborg,56.1804173,9.5492467
Supermarkets,MENY Horsens,55.8596723,9.8663694
Supermarkets,Dagli’Brugsen Løgstrup,56.508003,9.332395
Supermarkets,MENY Viborg Marsk Stigs Vej,56.4436448,9.3902717
Supermarkets,MENY Aabybro Centret,57.1598271,9.7353482
Supermarkets,Dagli’Brugsen Rødkærsbro,56.352332,9.502403
Supermarkets,SuperBrugsen Bjerringbro,56.3759464,9.653769
Supermarkets,DagliBrugsen Hammershøj,56.4991932,9.7489902
Supermarkets,Coop365 Randers Mariagervej,56.4709768,10.0299228
Supermarkets,MENY Køge,55.454018,12.1680914
Supermarkets,DagliBrugsen Mørkøv,55.6489923,11.5032434
Supermarkets,DagliBrugsen Dagligvarer,55.7066351,11.6992649
Supermarkets,Meny Holbæk Brødudsalg,55.7146307,11.7153403
Supermarkets,SuperBrugsen Bjæverskov,55.4609628,12.0352019
Supermarkets,SuperBrugsen Bake-off,54.9896441,9.866041
Supermarkets,Meny Harlev,56.1445128,10.0010716
Supermarkets,SuperBrugsen Brødudsalg/bake off,55.9098956,11.6003341
Supermarkets,DagliBrugsen Raklev,55.7007228,11.0559763
Supermarkets,MENY Skomagergade,55.6407443,12.0787999
Supermarkets,MENY Kirke Hyllinge,55.707994,11.9009829
Supermarkets,Superbrugsen Knarreborg,55.3236959,10.2009853
Supermarkets,MENY Bistrup,55.8272205,12.432425
Supermarkets,SuperBrugsen Ølsemagle,55.4925175,12.1870654
Supermarkets,DagliBrugsen Lellinge,55.4669048,12.1111698
Supermarkets,SuperBrugsen Bjæverskov Bager,55.4609943,12.0351456
Supermarkets,DagliBrugsen Tarm,55.9074558,8.5176724
Supermarkets,DagliBrugsen Smidstrup,55.612501,9.566486
Supermarkets,DagliBrugsen Gjerlev,56.5875804,10.1323883
Supermarkets,DagliBrugsen Assens Mariager,56.6771877,10.0632978
Supermarkets,DagliBrugsen Tylstrup,57.1960021,9.9495434
Supermarkets,MENY Klokkerholm,57.2119737,10.1516253
Supermarkets,MENY Karlslunde Delikatesseafdeling,55.5668346,12.2691157
Supermarkets,Meny Karlslunde Bagerafdelingen,55.5668896,12.2691532
Supermarkets,DagliBrugsen Øster Hurup,56.8041309,10.2713938
Supermarkets,SuperBrugsen Nibe,56.9844984,9.6404065
Supermarkets,DagliBrugsen Ranum,56.8974685,9.2286867
Supermarkets,SuperBrugsen Pandrup,57.2242455,9.6774603
Supermarkets,SuperBrugsen Vrå,57.3531291,9.9412354
Supermarkets,Meny Dagligvarer,57.4449123,10.49701
Supermarkets,DagliBrugsen Torup,55.982697,11.941458
Supermarkets,SuperBrugsen Sakskøbing Delikatesseafdelingen,54.7976116,11.6379248
Supermarkets,SuperBrugsen Korsør,55.3294258,11.1446132
Supermarkets,DagliBrugsen Tømmerup,55.6914973,11.1484283
Supermarkets,DagliBrugsen Biersted,57.1464622,9.806508
Supermarkets,MENY Nykøbing F,54.7828213,11.8664734
Supermarkets,Meny Maribo,54.7759609,11.496202
Supermarkets,Meny Aalborg Østerhavn Slagter,57.0473529,9.9384071
Supermarkets,DagliBrugsen Harridslev,56.5008374,10.1279536
Supermarkets,Dagli’Brugsen Allingåbro,56.4637579,10.3354263
Supermarkets,DagliBrugsen Glejbjerg,55.5547967,8.8231292
Supermarkets,DagliBrugsen Mou,56.9677313,10.2215341
Supermarkets,SuperBrugsen Vester Hassing,57.0662276,10.1298286
Supermarkets,MENY Klarup,57.0130857,10.0456126
Supermarkets,Dagli’Brugsen Voldby,56.4600973,10.8673929
Supermarkets,Dagli’Brugsen Fjellerup,56.5066545,10.588658
Supermarkets,SPAR Teglholmen bagerafdeling,55.649402,12.551683
Supermarkets,MENY Amager Delikatesseafdeling,55.6684961,12.6072789
Supermarkets,Netto Storvolde,57.0003341,10.1018874
Supermarkets,MENY Hundested,55.9648458,11.8510413
Supermarkets,Netto Fredericia Adelvej,55.5376127,9.6251308
Supermarkets,SuperBrugsen Roslev,56.7012964,8.9900182
Supermarkets,SuperBrugsen Farsø Rådhuscenter,56.7719221,9.3429125
Supermarkets,MENY Holstebro,56.3758975,8.5816569
Supermarkets,DagliBrugsen Starup-Tofterup,55.653068,8.8154063
Supermarkets,Coop SuperBrugsen Nørre Alslev fængsel,54.8866437,11.9216654
Supermarkets,SuperBrugsen Vangede,55.7502299,12.5183937
Supermarkets,DagliBrugsen Folehaven,55.6509454,12.5005161
Supermarkets,MENY Nærum Delikatesseafdeling,55.8142319,12.5301675
Supermarkets,Netto Brande,55.9443493,9.1372638
Supermarkets,SuperBrugsen Juelsminde,55.7089295,10.0104315
Supermarkets,Østens Bazar,55.7012426,12.535744
Supermarkets,Meny Illum,55.6793466,12.5807227
Supermarkets,Hjarnø Camping Kiosk,55.8260554,10.0807744
Supermarkets,"Rema 1000 Søborg, Gyngemosen",55.7281629,12.4775076
Supermarkets,Puslehal,56.0919141,8.6335863
Supermarkets,Vaskehal,56.0918659,8.6335893
Supermarkets,KAYs Købmand,55.6306886,12.580561
Supermarkets,Netto 7545,55.480017,8.4929012
Supermarkets,Indkøbslisten I/S,55.375086,10.3571245
Supermarkets,Din lokale døgnbutik,56.4081254,9.011258
Supermarkets,Coop365discount,55.6398352,12.5989964
Supermarkets,Jovan,55.6761999,12.5432531
Supermarkets,Letkøb 24/7,55.6844834,12.5517063
Supermarkets,MENY Skagen,57.7297663,10.549796
Supermarkets,Letkøb Vrensted,57.337575,9.77497
Supermarkets,Løvbjerg Frederikshavn,57.4455841,10.4982629
Supermarkets,Big Bazar,55.648797,12.0907643
Supermarkets,Hoki Købmanden,55.5628596,9.7639082
Supermarkets,Lidl Dragør,55.5949759,12.66129
Supermarkets,Letkøb Hellevad,55.0760795,9.2193568
Supermarkets,Vejlby Klit Købmandshandel,56.5736129,8.138624
Supermarkets,Grejs Købmand,55.7625236,9.5473474
Supermarkets,LETKØB 24/7 Bredal,55.7476861,9.6422845
Supermarkets,Hvidovre Bazar,55.6348585,12.4933427
Supermarkets,Kolding Bazar,55.5037224,9.4736152
Supermarkets,KAYs Madbodega,55.6306797,12.5805973
Supermarkets,Flasker,56.2776695,10.3181265
Supermarkets,KFT Jylland,56.1678782,10.1619213
Supermarkets,ASIATISK KØBMAND,55.6810573,12.5210978
Supermarkets,Ruds Vedby Købmand,55.5412414,11.373925
Supermarkets,Den Bornholmske Købmand,55.6839116,12.5692683
Supermarkets,Dagli’Brugsen,56.4853807,9.9090137
Supermarkets,Vejrumbro Supermarked,56.43988,9.55461
Supermarkets,SuperBrugsen Bake Off,55.3236149,10.200874
Supermarkets,DagliBrugsen Nr Snede fængsel,55.9441379,9.4078979
Supermarkets,Min Købmand Nørhalne,57.1496539,9.8723953
Supermarkets,Lidl Hjørring,57.4744458,9.991522
Supermarkets,Ban Thai Water,56.7952151,8.8602845
Supermarkets,Min Købmand Spodsbjerg,54.9312832,10.8285392
Supermarkets,Rema 1000 Skødstrup,56.2761849,10.3147577
Supermarkets,REMA 1000 Ringkøbing,56.0874268,8.2775438
Supermarkets,"REMA 1000 Vilsund, Thisted",56.8826322,8.6236855
Supermarkets,Dagli Brugsen,54.9412339,10.2601128
Supermarkets,365discount Strandboulevarden,55.706376,12.5867124
Supermarkets,365discount Vejle Vestergade,55.7129093,9.5368278
Supermarkets,Rinkenæs Døgnåben Købmand,54.895634,9.5564017
Supermarkets,365discount Randers Markedsgade,56.4641746,10.0346061
Supermarkets,365discount Kbh. N. Hamletsgade,55.7022142,12.5462154
Supermarkets,365discount Kbh Ø Strandvejen,55.7204725,12.5774947
Supermarkets,365discount Rantzausgade,55.6857578,12.5513539
Supermarkets,Rema 1000 Nykøbing Mors,56.7927385,8.851497
Supermarkets,"Rema 1000 Odense, Odins Brygge",55.4074936,10.384106
