Type,Name,Longitude,Latitude
Public Transport Stations,Ytterby station,11.91838475,57.86274566
Public Transport Stations,Tarp,9.398565225925925925925925926,54.66473647777777777777777778
Public Transport Stations,Fjord Line Terminal,9.973996581818181818181818182,57.59632436363636363636363636
Public Transport Stations,Station Triangeln,13.00087874,55.59343234
Public Transport Stations,Partille centrum,12.10524937894736842105263158,57.73833983684210526315789474
Public Transport Stations,Eslövs Busstation,13.30406002,55.83646922
Public Transport Stations,Eslövs stationshus,13.30480138181818181818181818,55.8378718
Public Transport Stations,Nordborg Busstation,9.7427414,55.0568452
Public Transport Stations,Resecentrum,15.0826680,57.42580094
Public Transport Stations,Vejle Trafikcenter,9.536025606666666666666666667,55.70577139333333333333333333
Public Transport Stations,Hörby busstation,13.6709751,55.855502375
Public Transport Stations,Rønne,14.69066891282051282051282051,55.09937355897435897435897436
Public Transport Stations,Kokkedal Station,12.502245825,55.902647625
Public Transport Stations,Kerteminde Rutebilstation,10.65998427272727272727272727,55.4505220
Public Transport Stations,Nøragersmindevej,12.58163447,55.5914446
Public Transport Stations,AAU Busterminal,9.991148529729729729729729730,57.01601872432432432432432432
Public Transport Stations,Glücksburg ZOB,9.55046668,54.83361246
Public Transport Stations,Vejen Rutebilstation,9.134965675,55.4763455
Public Transport Stations,Hässleholm C,13.76368240344827586206896552,56.15805044482758620689655172
Public Transport Stations,Guderup Busstation,9.86548484,54.9905914
Public Transport Stations,Forserum,14.47434416,57.69804962
Public Transport Stations,Ljungby Terminal,13.93680003461538461538461538,56.83213267307692307692307692
Public Transport Stations,Frederikshavn St.,10.54082527368421052631578947,57.44108914210526315789473684
Public Transport Stations,Åkareplatsen,11.97627584615384615384615385,57.70855526923076923076923077
Public Transport Stations,Aabenraa Busstation,9.422267457142857142857142857,55.04507315714285714285714286
Public Transport Stations,Nyborg Station,10.80319011666666666666666667,55.3130077
Public Transport Stations,"Niebüll, ZOB",8.82545736,54.78809554
Public Transport Stations,Oskarström,12.97178056666666666666666667,56.80641056666666666666666667
Public Transport Stations,Esbjerg Busterminal,8.45898245,55.46984588888888888888888889
Public Transport Stations,Kungälv resecentrum,11.96809796666666666666666667,57.87186855833333333333333333
Public Transport Stations,Gråbo busstation,12.29818039230769230769230769,57.83684479230769230769230769
Public Transport Stations,FanøFærgen,8.440902539130434782608695652,55.46151704347826086956521739
Public Transport Stations,"Ebeltoft, Busterminal",10.67689106,56.17997788
Public Transport Stations,Lönsboda Busstation,14.32069802,56.39699656
Public Transport Stations,Hadsund Busterminal,10.11864235,56.71738608333333333333333333
Public Transport Stations,Københavns Busterminal,12.56131276129032258064516129,55.66477959677419354838709677
Public Transport Stations,Molslinjen Aarhus,10.252057564,56.151019252
Public Transport Stations,Busterminal List Hafen,8.43742588,55.01787032
Public Transport Stations,Landvetter resecentrum,12.21276953095238095238095238,57.68608811904761904761904762
Public Transport Stations,Rønne Havn,14.690046875,55.099843675
Public Transport Stations,Nils Ericson Terminalen,11.97175076153846153846153846,57.70992088846153846153846154
Public Transport Stations,Gällstad,13.432962575,57.66748056666666666666666667
Public Transport Stations,Kärna bussterminal,11.79247886849315068493150685,57.84394510273972602739726027
Public Transport Stations,Svenljunga bussterminal,13.10884818888888888888888889,57.49536262222222222222222222
Public Transport Stations,Hammel - Rutebilstation,9.862317954545454545454545455,56.25630968181818181818181818
Public Transport Stations,Heden,11.97509209444444444444444444,57.70257400666666666666666665
Public Transport Stations,Knutpunkten,12.69364382366050260787102892,56.04378377996680891417733523
